accession	strain	subtype	date	host	host_common_name	location	region	passage_history	length
CY011088.1	A/Canterbury/152/2001	H1N1	2001-08-16	Homo sapiens		New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1747
CY116151.1	A/swine/England/39572/2001	H1N1	2001-11-14	Sus scrofa		United Kingdom: England	Europe		1701
CY116190.1	A/swine/England/43142/2001	H1N2	2001-12-21	Sus scrofa		United Kingdom: England	Europe		1701
CY040146.1	A/Taiwan/52/2002	H1N1	2002-01-03	Homo sapiens		Taiwan: Taoyuan	Asia	MDCK1;E1 passage(s)	1723
KP456749.1	A/Taiwan/52/2002	H1N1	2002-01-03	Homo sapiens		Taiwan	Asia		1695
KP457663.1	A/Taiwan/123/2002	H1N1	2002-01-05	Homo sapiens		Taiwan	Asia		1695
CY040154.1	A/Taiwan/123/2002	H1N1	2002-01-05	Homo sapiens		Taiwan: Taoyuan	Asia	MDCK1;E1 passage(s)	1739
CY085486.2	A/swine/Hong Kong/NS13/2002	H1N2	2002-01-21	Sus scrofa		Hong Kong	Asia		1726
CY040074.1	A/Taiwan/567/2002	H1N1	2002-01-28	Homo sapiens		Taiwan: Taoyuan	Asia	MDCK1;E1 passage(s)	1705
KP459243.1	A/Taiwan/567/2002	H1N1	2002-01-28	Homo sapiens		Taiwan	Asia		1695
CY116066.1	A/swine/England/254/2002	H1N1	2002-03-06	Sus scrofa		United Kingdom: England	Europe		1701
KR700608.1	A/swine/England/000452/2002	H1N2	2002-04-01	Sus scrofa		United Kingdom	Europe		1701
CY001680.2	A/New York/78/2002	H1N2	2002-04-02	Homo sapiens		USA: Albany County, NY	North America	RhMK 1 passage(s)	1717
CY137313.1	A/shorebird/Delaware Bay/42/2002	H1N9	2002-05-20	Aves		USA: New Jersey	North America	E1 passage(s)	1748
CY137346.1	A/shorebird/Delaware Bay/50/2002	H1N1	2002-05-20	Aves		USA: New Jersey	North America	E1 passage(s)	1748
CY137354.1	A/shorebird/Delaware Bay/56/2002	H1N9	2002-05-20	Aves		USA: New Jersey	North America	E1 passage(s)	1748
CY137413.1	A/ruddy turnstone/Delaware Bay/115/2002	H1N9	2002-05-21	Arenaria interpres		USA: New Jersey	North America	E1 passage(s)	1748
CY137458.1	A/ruddy turnstone/Delaware Bay/192/2002	H1N9	2002-05-21	Arenaria interpres		USA: New Jersey	North America	E1 passage(s)	1748
MH597324.1	A/ruddy turnstone/Delaware/650575/2002	H1N9	2002-05-26	Arenaria interpres		USA: Delaware	North America		1748
MH597421.1	A/ruddy turnstone/Delaware/650643/2002	H1N1	2002-05-26	Arenaria interpres		USA: Delaware	North America		1748
MH598038.1	A/ruddy turnstone/New Jersey/650627/2002	H1N9	2002-05-26	Arenaria interpres		USA: New Jersey	North America		1748
MH597357.1	A/ruddy turnstone/Delaware/650607/2002	H1N1	2002-05-28	Arenaria interpres		USA: Delaware	North America		1748
CY137490.1	A/mallard/Alberta/207/2002	H1N1	2002-07-07	Anas platyrhynchos		Canada: Alberta	North America	E1 passage(s)	1752
CY085518.2	A/swine/Hong Kong/NS728/2002	H1N2	2002-08-13	Sus scrofa		Hong Kong	Asia		1726
GU135883.1	A/swine/Iowa/H02PW7/2002	H1N1	2002-10	Sus scrofa		USA	North America		1701
CY060268.1	A/mallard/Sweden/3/2002	H1N2	2002-10-20	Anas platyrhynchos		Sweden: Ottenby	Europe		1777
CY085534.2	A/swine/Hong Kong/1669/2002	H1N1	2002-11-28	Sus scrofa		Hong Kong	Asia		1706
FJ752510.1	A/swine/Taichung/200-8/2002	H1N1	2002-12-03	Sus scrofa		Taiwan	Asia		1701
CY115912.1	A/swine/England/002295/2002	H1N2	2002-12-04	Sus scrofa		United Kingdom: England	Europe		1701
CY060410.1	A/mallard/Sweden/98/2002	H1N6	2002-12-15	Anas platyrhynchos		Sweden: Ottenby	Europe		1775
KP457677.1	A/New York/291/2002	H1N1	2002-12-21	Homo sapiens		USA: New York	North America		1695
KP458449.1	A/New York/220/2002	H1N1	2002-12-26	Homo sapiens		USA: New York	North America		1695
CY003672.1	A/New York/482/2003	H1N2	2003-01-13	Homo sapiens		USA: Nassau County, NY	North America	R-Mix 1 RhMK 1 passage(s)	1748
CY002688.1	A/New York/223/2003	H1N1	2003-01-15	Homo sapiens		USA: Kings County, NY	North America	RhMK 1 passage(s)	1771
CY003688.1	A/New York/486/2003	H1N1	2003-01-21	Homo sapiens		USA: Suffolk County, NY	North America	R-Mix 1 RhMK 1 passage(s)	1729
CY002808.1	A/New York/399/2003	H1N1	2003-01-22	Homo sapiens		USA: Essex County, NY	North America	RhMK 1 passage(s)	1775
CY006915.1	A/New York/488/2003	H1N1	2003-01-23	Homo sapiens		USA: Nassau County, NY	North America	R-Mix 1 RhMK 1 passage(s)	1748
CY104766.1	A/HaNoi/HN337/2003	H1N1	2003-01-26	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
KP457650.1	A/New York/230/2003	H1N1	2003-01-27	Homo sapiens		USA: New York	North America		1695
CY002624.1	A/New York/230/2003	H1N1	2003-01-27	Homo sapiens		USA: Westchester County, NY	North America	RhMK 1 passage(s)	1775
CY006403.1	A/New York/490/2003	H1N2	2003-01-27	Homo sapiens		USA: Nassau County, NY	North America	R-Mix 1 RhMK 1 passage(s)	1714
CY085550.2	A/swine/Hong Kong/NS129/2003	H1N1	2003-02-06	Sus scrofa		Hong Kong	Asia		1706
KP459350.1	A/New York/221/2003	H1N1	2003-03-21	Homo sapiens		USA: New York	North America		1695
CY002664.1	A/New York/297/2003	H1N2	2003-04-08	Homo sapiens		USA: Onondaga County, NY	North America	RhMK 2 passage(s)	1718
CY085558.1	A/swine/Hong Kong/638/2003	H1N1	2003-05-09	Sus scrofa		Hong Kong	Asia		1701
MK338608.1	A/swine/Nordwalde/IDT2197/2003	H1N2	2003-05-26	Sus scrofa		Germany: Nordwalde	Europe		1763
KR700616.1	A/swine/England/33766/2003	H1N2	2003-06-01	Sus scrofa		United Kingdom	Europe		1701
CY085566.2	A/swine/Hong Kong/841/2003	H1N1	2003-06-26	Sus scrofa		Hong Kong	Asia		1706
MK338615.1	A/swine/Norden/IDT2308/2003	H1N2	2003-06-26	Sus scrofa		Germany: Norden	Europe		1770
CY137530.1	A/mallard/Alberta/130/2003	H1N1	2003-07-01	Anas platyrhynchos		Canada: Alberta	North America	E1 passage(s)	1752
CY104774.1	A/HaNoi/HN603/2003	H1N1	2003-07-08	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
CY119130.1	A/Malaysia/25531/2003	H1N1	2003-08-04	Homo sapiens		Malaysia	Asia	P1 passage(s)	1748
CY104052.1	A/HaNoi/HN719/2003	H1N1	2003-08-26	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
MK338622.1	A/swine/Waltersdorf/IDT2527/2003	H1N2	2003-09-11	Sus scrofa		Germany: Waltersdorf	Europe		1772
CY104782.1	A/HaNoi/HN756/2003	H1N1	2003-09-12	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
MK338629.1	A/swine/Loeningen/IDT2530/2003	H1N2	2003-09-12	Sus scrofa		Germany: Loeningen	Europe		1776
CY119146.1	A/Malaysia/25862/2003	H1N1	2003-09-24	Homo sapiens		Malaysia	Asia	P1 passage(s)	1744
MK338636.1	A/swine/Ehren/IDT2570/2003	H1N2	2003-09-26	Sus scrofa		Germany: Ehren	Europe		1776
CY085590.2	A/swine/Hong Kong/1304/2003	H1N2	2003-09-28	Sus scrofa		Hong Kong	Asia		1726
JN022470.1	A/swine/Italy/259543/2003	H1N2	2003-10	Sus scrofa		Italy	Europe		1727
GQ161124.1	A/swine/Haseluenne/IDT2617/2003	H1N1	2003-10-09	Sus scrofa		Germany	Europe		1762
GQ161119.1	A/swine/Haseluenne/IDT2617/2003	H1N1	2003-10-09	Sus scrofa		Germany	Europe		1762
CY157687.1	A/swine/Missouri/SG1182/2003	H1N1	2003-10-09	Sus scrofa		USA: Missouri	North America	MDCK 1 passage(s)	1738
CY158825.1	A/swine/Missouri/SG1182/2003	H1N1	2003-10-09	Sus scrofa		USA: Missouri	North America	MDCK 2 passage(s)	1738
CY104718.1	A/HaNoi/BM893/2003	H1N1	2003-10-10	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1745
MK364841.1	A/swine/Vechta/IDT2623/2003	H1N1	2003-10-10	Sus scrofa		Germany: Vechta	Europe		1762
CY104798.1	A/HaNoi/HN859/2003	H1N1	2003-10-24	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1748
MK338643.1	A/swine/IVD/IDT2674/2003	H1N2	2003-10-27	Sus scrofa		Germany: IVD	Europe		1776
MK338650.1	A/swine/Gescher/IDT2702/2003	H1N2	2003-11-07	Sus scrofa		Germany: Gescher	Europe		1775
GU135949.1	A/swine/Iowa/H03LJ10/2003	H1N1	2003-12	Sus scrofa		USA	North America		1701
CY104814.1	A/HaNoi/HN981/2003	H1N1	2003-12-09	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
MK338657.1	A/swine/Visbek/IDT2869/2003	H1N2	2003-12-16	Sus scrofa		Germany: Visbek	Europe		1778
CY060329.1	A/mallard/Sweden/57/2003	H1N1	2003-12-17	Anas platyrhynchos		Sweden: Ottenby	Europe		1752
CY104758.1	A/HaNoi/HN1017/2003	H1N1	2003-12-22	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
MK364848.1	A/swine/Geldern/IDT2888/2004	H1N1	2004-01-06	Sus scrofa		Germany: Geldern	Europe		1763
MK338664.1	A/swine/Gudensberg/IDT2930/2004	H1N2	2004-01-21	Sus scrofa		Germany: Gudensberg	Europe		1770
MK338671.1	A/swine/Gudensberg/IDT2931/2004	H1N2	2004-01-21	Sus scrofa		Germany: Gudensberg	Europe		1773
CY159613.1	A/swine/Texas/SG1187/2004	H1N1	2004-02-25	Sus scrofa		USA: Texas	North America	MDCK 2 passage(s)	1701
EF101741.1	A/Philippines/344/2004	H1N2	2004-02-27			Philippines	Asia		1734
CY157743.1	A/swine/Tennessee/00264/2004	H1N1	2004-03-11	Sus scrofa		USA: Tennessee	North America	MDCK 1 passage(s)	1720
MK364863.1	A/swine/Beienrode/3053/2004	H1N1	2004-03-29	Sus scrofa		Germany: Beienrode	Europe		1777
CY085646.1	A/swine/Hong Kong/424/2004	H1N1	2004-03-29	Sus scrofa		Hong Kong	Asia		1701
MK364871.1	A/swine/Kneheim/3066/2004	H1N1	2004-04-05	Sus scrofa		Germany: Kneheim	Europe		1777
CY157695.1	A/swine/Colorado/SG1185/2004	H1N1	2004-04-07	Sus scrofa		USA: Colorado	North America	MDCK 1 passage(s)	1701
CY085654.2	A/swine/Hong Kong/NS318/2004	H1N1	2004-04-15	Sus scrofa		Hong Kong	Asia		1706
CY158841.1	A/swine/North Carolina/SG1202/2004	H1N1	2004-04-15	Sus scrofa		USA: North Carolina	North America	MDCK 2 passage(s)	1720
CY157767.1	A/swine/Minnesota/SG1212/2004	H1N1	2004-04-29	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1748
MK338678.1	A/swine/Stolzenau/IDT3296/2004	H1N2	2004-06-30	Sus scrofa		Germany: Stolzenau	Europe		1778
MK338685.1	A/swine/Visbek/3311/2004	H1N2	2004-07-02	Sus scrofa		Germany: Visbek	Europe		1775
CY137602.1	A/mallard/Alberta/88/2004	H1N1	2004-07-03	Anas platyrhynchos		Canada: Alberta	North America	E2 passage(s)	1744
CY159225.1	A/swine/Minnesota/00352/2004	H1N1	2004-07-23	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1748
CY085662.1	A/swine/Hong Kong/1111/2004	H1N2	2004-08-12	Sus scrofa		Hong Kong	Asia		1701
CY159674.1	A/swine/North Carolina/00396/2004	H1N1	2004-08-27	Sus scrofa		USA: North Carolina	North America	MDCK 1 passage(s)	1720
CY159193.1	A/swine/North Carolina/SG1463/2004	H1N1	2004-08-27	Sus scrofa		USA: North Carolina	North America	MDCK 1 passage(s)	1721
CY159153.1	A/swine/Oklahoma/SG1458/2004	H1N1	2004-09-01	Sus scrofa		USA: Oklahoma	North America	MDCK 1 passage(s)	1701
MK338693.1	A/swine/Anderlingen/3507/2004	H1N2	2004-09-07	Sus scrofa		Germany: Anderlingen	Europe		1776
CY115959.1	A/swine/England/1131/2004	H1N1	2004-09-08	Sus scrofa		United Kingdom: England	Europe		1701
CY159233.1	A/swine/Minnesota/00401/2004	H1N1	2004-09-09	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1746
CY007467.1	A/Canterbury/106/2004	H1N1	2004-09-12	Homo sapiens		New Zealand: Canterbury	Oceania	MDCK2 passage(s)	1748
KP458676.1	A/Canterbury/106/2004	H1N1	2004-09-12	Homo sapiens		New Zealand	Oceania		1695
CY085670.2	A/swine/Hong Kong/NS856/2004	H1N1	2004-09-21	Sus scrofa		Hong Kong	Asia		1706
GQ229269.1	A/swine/Hong Kong/915/2004	H1N2	2004-10-14	Sus scrofa		Hong Kong	Asia		1701
JN676132.1	A/Thailand/Siriraj-Rama-TT/2004	H1N1	2004-10-15	Homo sapiens		Thailand	Asia		1708
CY157711.1	A/swine/Oklahoma/SG1188/2004	H1N1	2004-10-22	Sus scrofa		USA: Oklahoma	North America	MDCK 1 passage(s)	1753
CY119154.1	A/Malaysia/30025/2004	H1N1	2004-10-23	Homo sapiens		Malaysia	Asia	P1 passage(s)	1744
CY099127.1	A/swine/Indiana/00427/2004	H1N2	2004-11-02	Sus scrofa		USA: Indiana	North America	MDCK2 passage(s)	1701
MK338733.1	A/swine/Nortrup/3685/2004	H1N2	2004-11-02	Sus scrofa		Germany: Nortrup	Europe		1775
CY159715.1	A/swine/Minnesota/SG1210/2004	H1N1	2004-11-05	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1748
MK338701.1	A/swine/Lippetal/3633/2004	H1N2	2004-11-10	Sus scrofa		Germany: Lippetal	Europe		1775
MK338709.1	A/swine/Spelle/3634a/2004	H1N2	2004-11-11	Sus scrofa		Germany: Spelle	Europe		1776
MK338717.1	A/swine/Borgentreich/3651/2004	H1N2	2004-11-16	Sus scrofa		Germany: Borgentreich	Europe		1776
MK338725.1	A/swine/Lohne/3665/2004	H1N2	2004-11-17	Sus scrofa		Germany: Lohne	Europe		1776
OR950708.1	A/wild bird/Kinmen/04WB12-539-106-110/2004	H1N9	2004-12-04	Aves		Taiwan: Kinmen	Asia		1777
CY085686.2	A/swine/Hong Kong/NS1170/2004	H1N1	2004-12-15	Sus scrofa		Hong Kong	Asia		1706
CY085694.2	A/swine/Hong Kong/51/2005	H1N1	2005-01-14	Sus scrofa		Hong Kong	Asia		1706
OR949092.1	A/duck/Chiayi/05WB01-558-26-30/2005	H1N1	2005-01-16	Anatidae		Taiwan: Chiayi	Asia		1777
MK338802.1	A/swine/Spenge/3833/2005	H1N2	2005-01-18	Sus scrofa		Germany: Spenge	Europe		1776
HQ291872.1	A/Taiwan/5524/2005	H1N1	2005-01-21	Homo sapiens		Taiwan	Asia		1698
MK338810.1	A/swine/Nordhorn/3835/2005	H1N2	2005-01-25	Sus scrofa		Germany: Nordhorn	Europe		1776
CY085710.2	A/swine/Hong Kong/NS74/2005	H1N1	2005-01-28	Sus scrofa		Hong Kong	Asia		1706
MK338818.1	A/swine/Stadtlohn/IDT3853/2005	H1N2	2005-01-31	Sus scrofa		Germany: Stadtlohn	Europe		1759
HM144129.1	A/Tabriz/7/2005	H1N1	2005-02-27	Homo sapiens		Iran	Asia		1706
CY157847.1	A/swine/Minnesota/SG1235/2005	H1N1	2005-03-08	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1720
CY085726.2	A/swine/Hong Kong/404/2005	H1N1	2005-03-21	Sus scrofa		Hong Kong	Asia		1706
CY157815.1	A/swine/North Carolina/SG1226/2005	H1N1	2005-03-24	Sus scrofa		USA: North Carolina	North America	MDCK 1 passage(s)	1720
CY116143.1	A/swine/England/383/2005	H1N1	2005-04-08	Sus scrofa		United Kingdom: England	Europe		1701
FJ844364.1	A/swine/Tainan/46-4/2005	H1N2	2005-04-14	Sus scrofa		Taiwan	Asia		1701
CY158873.1	A/swine/Minnesota/00574/2005	H1N1	2005-04-26	Sus scrofa		USA: Minnesota	North America	MDCK 2 passage(s)	1720
CY159305.1	A/swine/North Carolina/SG1478/2005	H1N1	2005-05-05	Sus scrofa		USA: North Carolina	North America	MDCK 1 passage(s)	1720
CY085734.1	A/swine/Hong Kong/729/2005	H1N2	2005-05-26	Sus scrofa		Hong Kong	Asia		1707
MK364930.1	A/swine/Bad Rothenfelde/4255/2005	H1N1	2005-07-05	Sus scrofa		Germany: Bad Rothenfelde	Europe		1777
CY137618.1	A/mallard/Alberta/240/2005	H1N1	2005-07-10	Anas platyrhynchos		Canada: Alberta	North America	E1 passage(s)	1701
MK364946.1	A/swine/Nordhorn/4277/2005	H1N1	2005-07-12	Sus scrofa		Germany: Nordhorn	Europe		1777
CY157783.1	A/swine/Arkansas/SG1214/2005	H1N1	2005-07-19	Sus scrofa		USA: Arkansas	North America	MDCK 1 passage(s)	1721
KF424218.1	A/pintail/Alberta/68/2005	H1N1	2005-07-27	Anas acuta		Canada: Alberta	North America		1710
KF424106.1	A/pintail/Alberta/69/2005	H1N1	2005-07-27	Anas acuta		Canada: Alberta	North America		1710
CY119162.1	A/Malaysia/32110/2005	H1N1	2005-07-29	Homo sapiens		Malaysia	Asia	P2 passage(s)	1747
CY095276.1	A/mallard/Alberta/11393/2005	H1N1	2005-07-31	Anas platyrhynchos		Canada: Alberta	North America	egg 2 passage(s)	1726
ON479265.1	A/swine/Henan/11/2005	H1N1	2005-08	Sus scrofa		China: Henan	Asia		1701
CY017315.1	A/Waikato/4/2005	H1N1	2005-08-08	Homo sapiens		New Zealand: Waikato	Oceania	MDCK2 passage(s)	1736
KP458382.1	A/Waikato/4/2005	H1N1	2005-08-08	Homo sapiens		New Zealand	Oceania		1695
CY020917.1	A/environment/Ohio/1007/2005	H1N1	2005-08-10			USA: OH	North America	Egg 1/limiting dilution in egg 1 passage(s)	1744
KF424162.1	A/canvasback/Alberta/276/2005	H1N1	2005-08-11	Aythya valisineria		Canada: Alberta	North America		1710
MK364970.1	A/swine/Grossharie/4372/2005	H1N1	2005-08-16	Sus scrofa		Germany: Grossharie	Europe		1777
CY016459.1	A/Waikato/11/2005	H1N1	2005-08-31	Homo sapiens		New Zealand: Waikato	Oceania	MDCK passage(s)	1737
KP457881.1	A/Waikato/11/2005	H1N1	2005-08-31	Homo sapiens		New Zealand	Oceania		1695
KP456443.1	A/Wellington/10/2005	H1N1	2005-09-06	Homo sapiens		New Zealand	Oceania		1695
MK364986.1	A/swine/Osnabrueck/4440/2005	H1N1	2005-09-06	Sus scrofa		Germany: Osnabrueck	Europe		1777
CY013573.1	A/Otago/5/2005	H1N1	2005-09-07	Homo sapiens		New Zealand: Otago	Oceania	MDCK passage(s)	1702
KP457478.1	A/Otago/5/2005	H1N1	2005-09-07	Homo sapiens		New Zealand	Oceania		1695
KP457809.1	A/Wellington/11/2005	H1N1	2005-09-08	Homo sapiens		New Zealand	Oceania		1695
KP457173.1	A/Waikato/13/2005	H1N1	2005-09-10	Homo sapiens		New Zealand	Oceania		1695
KP457615.1	A/Wellington/12/2005	H1N1	2005-09-13	Homo sapiens		New Zealand	Oceania		1695
CY013565.1	A/Wellington/12/2005	H1N1	2005-09-13	Homo sapiens		New Zealand: Wellington	Oceania	MDCK passage(s)	1730
CY013589.1	A/Wellington/13/2005	H1N1	2005-09-20	Homo sapiens		New Zealand: Wellington	Oceania	MDCK passage(s)	1721
KP456756.1	A/Wellington/13/2005	H1N1	2005-09-20	Homo sapiens		New Zealand	Oceania		1695
CY115835.1	A/swine/Cotes d'Armor/0227/2005	H1N1	2005-10	Sus scrofa		France: Bretagne	Europe		1777
CY115951.1	A/swine/England/1093/2005	H1N1	2005-10-03	Sus scrofa		United Kingdom: England	Europe		1701
CY159281.1	A/swine/Oklahoma/00801/2005	H1N1	2005-10-04	Sus scrofa		USA: Oklahoma	North America	MDCK 1 passage(s)	1747
CY015580.1	A/Wellington/14/2005	H1N1	2005-10-05	Homo sapiens		New Zealand: Wellington	Oceania	MDCK passage(s)	1727
MF147014.1	A/mallard duck/Netherlands/12/2005	H1N1	2005-10-18	Anas platyrhynchos		Netherlands	Europe		1777
HQ541656.1	A/swine/Guangxi/12/2005	H1N1	2005-11	Sus scrofa		China	Asia		1772
MK365026.1	A/swine/Krerensen/4662/2005	H1N1	2005-11-14	Sus scrofa		Germany: Krerensen	Europe		1777
CY159257.1	A/swine/Texas/00867/2005	H1N1	2005-11-17	Sus scrofa		USA: Texas	North America	MDCK 1 passage(s)	1753
MK365034.1	A/swine/Hemmoor/4674/2005	H1N1	2005-11-21	Sus scrofa		Germany: Hemmoor	Europe		1777
CY119178.1	A/Malaysia/33132/2005	H1N1	2005-11-30	Homo sapiens		Malaysia	Asia	P1 passage(s)	1747
MK365050.1	A/swine/Engelsberg/4721/2005	H1N1	2005-12-05	Sus scrofa		Germany: Engelsberg	Europe		1764
CY119186.1	A/Malaysia/33166/2005	H1N1	2005-12-06	Homo sapiens		Malaysia	Asia	P2 passage(s)	1744
CY085742.2	A/swine/Hong Kong/1683/2005	H1N1	2005-12-06	Sus scrofa		Hong Kong	Asia		1706
CY157879.1	A/swine/Minnesota/00938/2005	H1N1	2005-12-30	Sus scrofa		USA: Minnesota	North America	MDCK 1 passage(s)	1748
HQ291878.1	A/Taiwan/5505/2006	H1N1	2006-01-04	Homo sapiens		Taiwan	Asia		1698
HM144114.1	A/Azarbayejan_Sharghi/150/2006	H1N1	2006-01-10	Homo sapiens		Iran	Asia		1706
KX979392.1	A/brent goose/Netherlands/1/2006	H1N1	2006-01-10	Branta bernicla		Netherlands	Europe		1777
MK365082.1	A/swine/Ense/4848/2006	H1N1	2006-01-12	Sus scrofa		Germany: Ense	Europe		1777
HM144118.1	A/Gholestan/215/2006	H1N1	2006-01-23	Homo sapiens		Iran	Asia		1706
MK365090.1	A/swine/Meppen/4919/2006	H1N1	2006-01-31	Sus scrofa		Germany: Meppen	Europe		1777
CY157975.1	A/swine/Minnesota/00991/2006	H1N1	2006-02-07	Sus scrofa		USA: Ohio	North America	MDCK 1 passage(s)	1701
CY017371.1	A/New York/8/2006	H1N1	2006-04-10	Homo sapiens		USA: Queens county, NY	North America	Original specimen uncultured in VTM passage(s)	1746
MK365138.1	A/swine/Ortensburg/5144/2006	H1N1	2006-04-10	Sus scrofa		Germany: Ortensburg	Europe		1777
KP458084.1	A/England/494/2006	H1N1	2006-04-11	Homo sapiens		United Kingdom	Europe		1695
CY118012.1	A/Malaysia/34291/2006	H1N1	2006-04-14	Homo sapiens		Malaysia	Asia	P1 passage(s)	1745
CY085782.2	A/swine/Hong Kong/NS376/2006	H1N1	2006-04-25	Sus scrofa		Hong Kong	Asia		1706
CY099199.1	A/swine/Minnesota/SG1144/2006	H1N1	2006-05-19	Sus scrofa		USA: Minnesota	North America	MDCK2 passage(s)	1752
MK006040.1	A/sanderling/Delaware Bay/350/2006	H1N1	2006-05-23	Calidris alba		USA	North America		1701
CY159799.1	A/swine/Oklahoma/SG1249/2006	H1N1	2006-06-07	Sus scrofa		USA: Oklahoma	North America	MDCK 1 passage(s)	1745
CY104838.1	A/HaNoi/Q421/2006	H1N1	2006-06-19	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK 2 passage(s)	1743
CY104670.1	A/LongAn/HCM665/2006	H1N1	2006-06-20	Homo sapiens		Viet Nam: LongAn	Asia	MDCK passage(s)	1744
CY157935.1	A/swine/North Carolina/01169/2006	H1N2	2006-06-22	Sus scrofa		USA: North Carolina	North America	MDCK 1 passage(s)	1716
CY104300.1	A/TayNguyen/TN158/2006	H1N1	2006-07-05	Homo sapiens		Viet Nam: TayNguyen	Asia	MDCK 3 passage(s)	1745
CY116236.1	A/swine/England/612/2006	H1N1	2006-07-21	Sus scrofa		United Kingdom: England	Europe		1701
CY137650.1	A/mallard/Alberta/80/2006	H1N3	2006-07-26	Anas platyrhynchos		Canada: Alberta	North America	E1 passage(s)	1746
CY137666.1	A/mallard/Alberta/152/2006	H1N3	2006-08-03	Anas platyrhynchos		Canada: Alberta	North America	E1 passage(s)	1744
CY104292.1	A/HaNoi/Q591/2006	H1N1	2006-08-14	Homo sapiens		Viet Nam: HaNoi	Asia	MDCK passage(s)	1744
EU100724.1	A/Solomon Islands/03/2006	H1N1	2006-08-21	Homo sapiens		Solomon Islands	Oceania		1698
EU124177.1	A/Solomon Islands/3/2006	H1N1	2006-08-21	Homo sapiens		Solomon Islands	Oceania		1734
KP457222.1	A/Solomon Islands/3/2006	H1N1	2006-08-21	Homo sapiens		Solomon Islands	Oceania		1695
CY115842.1	A/swine/Cotes d'Armor/0231/2006	H1N1	2006-09	Sus scrofa		France: Bretagne	Europe		1777
KR066553.1	A/swine/Denmark/102043-1/2006	H1N1	2006-09-05	Sus scrofa		Denmark	Europe		1698
KP459041.1	A/Ecuador/10491/2006	H1N1	2006-09-15	Homo sapiens		Ecuador	South America		1695
MK365202.1	A/swine/Ostercappeln/5553/2006	H1N1	2006-09-20	Sus scrofa		Germany: Ostercappeln	Europe		1777
KP458818.1	A/Ecuador/10568/2006	H1N1	2006-09-25	Homo sapiens		Ecuador	South America		1695
KP458584.1	A/India/3248/2006	H1N1	2006-09-27	Homo sapiens		India	Asia		1695
CY119210.1	A/Malaysia/35405/2006	H1N1	2006-10-05	Homo sapiens		Malaysia	Asia	P1 passage(s)	1745
CY157895.1	A/swine/Oklahoma/SG1243/2006	H1N1	2006-10-06	Sus scrofa		USA: Oklahoma	North America	MDCK 1 passage(s)	1701
KP458133.1	A/Ecuador/10807/2006	H1N1	2006-10-20	Homo sapiens		Ecuador	South America		1695
MK535141.1	A/green-winged teal/Ohio/06OS2054/2006	H1N2	2006-10-21	Anas carolinensis		USA: Ohio	North America		1744
KP457667.1	A/Taiwan/2645/2006	H1N1	2006-10-26	Homo sapiens		Taiwan	Asia		1695
KP457968.1	A/India/34980/2006	H1N1	2006-10-30	Homo sapiens		India	Asia		1695
MK365257.1	A/swine/Nordhorn/5657/2006	H1N1	2006-11-03	Sus scrofa		Germany: Nordhorn	Europe		1777
KP457653.1	A/Ecuador/10910/2006	H1N1	2006-11-06	Homo sapiens		Ecuador	South America		1695
