accession	strain	subtype	date	host	host_tax_id	location	region	passage_history	length
GU046782.1	A/swan/Bavaria/15/2007	H5N2	2007-01	Anatidae	8830	Germany	Europe		1695
CY048395.1	A/goose/Nigeria/08RS848-56/2007(H5N1)	H5N1	2007-01-11	Anatidae	8830	Nigeria: Katsina	Africa	E1 passage(s)	1707
FJ667188.1	A/chicken/Domodedovo/MK/2007	H5N1	2007-01-14	Gallus gallus	9031	Russia: Moscow, Domodedovo	Europe		1754
CY075997.1	A/gadwall/California/44287-137/2007	H5N3	2007-01-24	Mareca strepera	75861	USA: Colusa County, California	North America	Egg 2 passage(s)	1726
CY076880.1	A/cinnamon teal/California/JN1504/2007	H5N3	2007-02-03	Spatula cyanoptera	75840	USA: Gridley, CA	North America	egg 2 passage(s)	1742
CY048475.1	A/chicken/Nigeria/08RS848-70/2007(H5N1)	H5N1	2007-02-16	Gallus gallus	9031	Nigeria: Kaduna	Africa	E1 passage(s)	1707
CY048483.1	A/chicken/Nigeria/08RS848-71/2007(H5N1)	H5N1	2007-02-16	Gallus gallus	9031	Nigeria: Kaduna	Africa	E1 passage(s)	1707
EU544248.1	A/spur-winged goose/Nigeria/5388-2/2007	H5N2	2007-02-17	Plectropterus gambensis	658924	Nigeria	Africa		1707
CY048499.1	A/chicken/Nigeria/08RS848-74/2007(H5N1)	H5N1	2007-02-26	Gallus gallus	9031	Nigeria: Enugu	Africa	E1 passage(s)	1707
AB497020.1	A/chicken/Egypt/C1Li9/2007	H5N1	2007-03			Egypt:Alexandria	Africa		1707
AB497018.1	A/chicken/Egypt/C1Tr13/2007	H5N1	2007-03			Egypt:Alexandria	Africa		1707
AB551132.1	A/chicken/Egypt/C3Br11/2007	H5N1	2007-03	Gallus gallus	9031	Egypt:Alexandria	Africa		1707
GQ184214.1	A/chicken/Egypt/07118-NLQP/2007	H5N1	2007-03-01	Gallus gallus	9031	Egypt: Qalyobia	Africa		1707
EU717851.1	A/duck/Egypt/1709-3VIR08/2007	H5N1	2007-03-04	Anatidae	8830	Egypt	Africa		1707
CY048507.1	A/chicken/Nigeria/08RS848-75/2007(H5N1)	H5N1	2007-03-09	Gallus gallus	9031	Nigeria: Jigawa	Africa	E1 passage(s)	1707
CY048523.1	A/chicken/Nigeria/08RS848-77/2007(H5N1)	H5N1	2007-03-14	Gallus gallus	9031	Nigeria: Lagos	Africa	E1 passage(s)	1707
GU182246.1	A/environment/Hunan/2-1/2007	H5N1	2007-04			China: Dongting Lake	Asia		1779
GU182238.1	A/environment/Hunan/2-16/2007	H5N1	2007-04			China: Dongting Lake	Asia		1735
FJ390061.2	A/plateau pika/Qinghai/04/2007	H5N1	2007-04-19	Ochotona curzoniae	130825	China	Asia		1779
CY091859.1	A/duck/Bantul/BBVW-224-24466/2007	H5N1	2007-05-05	Anatidae	8830	Indonesia: Bantul	Asia	E3 passage(s)	1746
FJ602806.1	A/brown-headed gull/Qinghai/3/2007	H5N1	2007-05-17	Chroicocephalus brunnicephalus	2772041	China	Asia		1754
FJ602807.1	A/brown-headed gull/Qinghai/4/2007	H5N1	2007-05-17	Chroicocephalus brunnicephalus	2772041	China	Asia		1753
MH578700.1	A/ruddy turnstone/Delaware Bay/105/2007	H5N1	2007-05-22	Arenaria interpres	54971	USA	North America		1695
CY077110.1	A/ruddy turnstone/Delaware/103/2007	H5N1	2007-05-22	Arenaria interpres	54971	USA: Delaware	North America	E1 passage(s)	1742
CY043928.1	A/shorebird/Delaware/472/2007	H5N1	2007-05-24	Aves	8782	USA: Delaware	North America	E2 passage(s)	1719
CY091797.1	A/chicken/Bangli/BBVD-245/2007	H5N1	2007-05-31	Gallus gallus	9031	Indonesia: Bangli	Asia	E3 passage(s)	1746
GU046760.1	A/Canada goose/Bavaria/4/2007	H5N1	2007-06	Branta canadensis	8853	Germany	Europe		1707
GU046758.1	A/mute swan/Bavaria/3/2007	H5N1	2007-06	Cygnus olor	8869	Germany	Europe		1707
GU046754.1	A/swan/Bavaria/2/2007	H5N1	2007-06	Anatidae	8830	Germany	Europe		1707
GU046762.1	A/swan/Bavaria/5/2007	H5N1	2007-06	Anatidae	8830	Germany	Europe		1707
MH546963.1	A/quail/New York/07-501360-001/2007	H5N2	2007-06-02	Galliformes	8976	USA: New York	North America		1742
CY091816.1	A/chicken/Badung/BBVD-288/2007	H5N1	2007-06-13	Gallus gallus	9031	Indonesia: Badung	Asia	E3 passage(s)	1746
CY091776.1	A/chicken/Denpasar/BBVD-291/2007	H5N1	2007-06-14	Gallus gallus	9031	Indonesia: Denpasar	Asia	E3 passage(s)	1746
CY091805.1	A/chicken/Jembrana/BBVD-298b/2007	H5N1	2007-06-18	Gallus gallus	9031	Indonesia: Jembrana	Asia	E3 passage(s)	1746
EU443554.1	A/turkey/Czech Republic/10309-3/07	H5N1	2007-06-19	Meleagris gallopavo	9103	Czech Republic: Tisova	Europe		1745
GQ184216.1	A/chicken/Egypt/07480S-NLQP/2007	H5N1	2007-06-25	Gallus gallus	9031	Egypt: Luxor	Africa		1707
EU443555.1	A/cygnus olor/Czech Republic/10732/07	H5N1	2007-06-25	Cygnus olor	8869	Czech Republic: Lednice	Europe		1745
CY091872.1	A/duck/Bantul/BBVW-387-23310x-1/2007	H5N1	2007-06-25	Anatidae	8830	Indonesia: Bantul	Asia	E3 passage(s)	1746
CY203725.1	A/mallard/Maryland/07OS864/2007	H5N8	2007-06-27	Anas platyrhynchos	8839	USA: MD	North America	egg 1 passage(s)	1742
GU046772.1	A/greylag goose /Bavaria/11/2007	H5N1	2007-07	Anser anser	8843	Germany	Europe		1707
GU046764.1	A/swan/Bavaria/6/2007	H5N1	2007-07	Anatidae	8830	Germany	Europe		1707
GU046768.1	A/swan/Bavaria/8/2007	H5N1	2007-07	Anatidae	8830	Germany	Europe		1707
EU443553.1	A/chicken/Czech Republic/11242-38/07	H5N1	2007-07-11	Gallus gallus	9031	Czech Republic: Chocen	Europe		1745
CY048587.1	A/chicken/Nigeria/08RS848-90/2007(H5N1)	H5N1	2007-07-17	Gallus gallus	9031	Nigeria: Ogun	Africa	E1 passage(s)	1707
FJ719834.1	A/chicken/Manipur/NIV9743/2007	H5N1	2007-07-19	Gallus gallus	9031	India	Asia		1704
CY048619.1	A/chicken/Nigeria/08RS848-94/2007(H5N1)	H5N1	2007-07-19	Gallus gallus	9031	Nigeria: Ogun	Africa	E1 passage(s)	1707
CY203749.1	A/mallard/Maryland/07OS1217/2007	H5N9	2007-07-19	Anas platyrhynchos	8839	USA: MD	North America	egg 1 passage(s)	1725
HM114577.1	A/Vietnam/UT31312II/2007	H5N1	2007-07-26	Homo sapiens	9606	Viet Nam	Asia		1704
CY144739.1	A/ruddy turnstone/New Jersey/AI07-69/2007	H5N1	2007-07-26	Arenaria interpres	54971	USA: North Reed's Beach, Cape May county, NJ	North America	E2 passage(s)	1742
GU046774.1	A/wild duck/Bavaria/12/2007	H5N1	2007-08	Anas platyrhynchos	8839	Germany	Europe		1707
GU046776.1	A/wild duck/Bavaria/13/2007	H5N1	2007-08	Anas platyrhynchos	8839	Germany	Europe		1707
GU046780.1	A/wild duck/Bavaria/14/2007	H5N1	2007-08	Anas platyrhynchos	8839	Germany	Europe		1707
CY048099.1	A/chicken/Nigeria/08RS848-100/2007(H5N1)	H5N1	2007-08-02	Gallus gallus	9031	Nigeria: Edo	Africa	E1 passage(s)	1707
CY048635.1	A/chicken/Nigeria/08RS848-97/2007(H5N1)	H5N1	2007-08-03	Gallus gallus	9031	Nigeria: Nassarawa	Africa	E1 passage(s)	1707
CY144747.1	A/ruddy turnstone/New Jersey/AI07-699/2007	H5N1	2007-08-10	Arenaria interpres	54971	USA: Cook's Beach, Cape May county, NJ	North America	E2 passage(s)	1742
CY047704.1	A/blue-winged teal/Saskatchewan/22542/2007	H5N2	2007-08-18	Spatula discors	75842	Canada: Saskatchewan	North America	Egg 2 passage(s)	1723
FJ602814.1	A/great black-headed gull/Qinghai/12/2007	H5N1	2007-08-18	Ichthyaetus ichthyaetus	126702	China	Asia		1752
CY091785.1	A/chicken/Gianyar/BBVD-458/2007	H5N1	2007-08-21	Gallus gallus	9031	Indonesia: Gianyar	Asia	E3 passage(s)	1746
CY091782.1	A/chicken/Denpasar/BBVD-494/2007	H5N1	2007-08-27	Gallus gallus	9031	Indonesia: Denpasar	Asia	E3 passage(s)	1746
CY049756.1	A/gadwall/Altai/1202/2007(H5N2)	H5N2	2007-09	Mareca strepera	75861	Russia: Altai region	Europe	E2 passage(s)	1695
CY049772.1	A/garganey/Altai/1213/2007(H5N2)	H5N2	2007-09	Spatula querquedula	75856	Russia: Altai region	Europe	E2 passage(s)	1695
CY048139.1	A/chicken/Nigeria/08RS848-111/2007(H5N1)	H5N1	2007-09-03	Gallus gallus	9031	Nigeria: Zamfara	Africa	E1 passage(s)	1707
CY095482.1	A/mallard/Ontario/26078/2007	H5N1	2007-09-06	Anas platyrhynchos	8839	Canada: Ontario	North America	Egg 2 passage(s)	1724
HM849027.1	A/mallard/PT/28006/2007	H5N3	2007-09-06	Anas platyrhynchos	8839	Portugal: Tomar	Europe		1710
CY091907.1	A/chicken/Magelang/BBVW-662-763/2007	H5N1	2007-09-14	Gallus gallus	9031	Indonesia: Magelang	Asia	E3 passage(s)	1746
FJ648285.1	A/mallard/Bavaria/1/2007	H5N2	2007-09-15	Anas platyrhynchos	8839	Germany	Europe		1695
CY091922.1	A/duck/Bantul/BBVW-678-24404/2007	H5N1	2007-09-21	Anatidae	8830	Indonesia: Bantul	Asia	E3 passage(s)	1746
CY091939.1	A/duck/Magelang/BBVW-680-41051/2007	H5N1	2007-09-21	Anatidae	8830	Indonesia: Magelang	Asia	E3 passage(s)	1745
CY091803.1	A/chicken/Bangli/BBVD-575/2007	H5N1	2007-09-25	Gallus gallus	9031	Indonesia: Bangli	Asia	E3 passage(s)	1746
CY048163.1	A/chicken/Nigeria/08RS848-118/2007(H5N1)	H5N1	2007-10-01	Gallus gallus	9031	Nigeria: Anambra	Africa	E1 passage(s)	1707
MH546483.1	A/guinea fowl/New Jersey/07-002030-001/2007	H5N2	2007-10-23	Numididae	8990	USA: New Jersey	North America		1742
GU194472.1	A/mallard/Switzerland/WV1070728/2007	H5N2	2007-10-23	Anas platyrhynchos	8839	Switzerland	Europe		1695
GU194475.1	A/mallard/Switzerland/WV1070752/2007	H5N2	2007-10-23	Anas platyrhynchos	8839	Switzerland	Europe		1695
GU194476.1	A/mallard/Switzerland/WV1070754/2007	H5N2	2007-10-23	Anas platyrhynchos	8839	Switzerland	Europe		1695
GU194477.1	A/mallard/Switzerland/WV1070758/2007	H5N2	2007-10-23	Anas platyrhynchos	8839	Switzerland	Europe		1695
GU194478.1	A/teal/Switzerland/WV1070779/2007	H5N2	2007-10-29	Anas	8835	Switzerland	Europe		1695
MH546371.1	A/duck/New York/07-002127-001/2007	H5N2	2007-10-30	Anatidae	8830	USA: New York	North America		1742
GU361210.1	A/aquatic bird/Korea/w200/2007	H5N2	2007-11	Aves	8782	South Korea	Asia		1695
GU361220.1	A/aquatic bird/Korea/w221/2007	H5N2	2007-11	Aves	8782	South Korea	Asia		1695
MH546435.1	A/duck/Pennsylvania/07-002198-003/2007	H5N2	2007-11-09	Anatidae	8830	USA: Philadelphia County, Pennsylvania	North America		1734
CY033444.1	A/American green-winged teal/California/HKWF609/2007(H5N2)	H5N2	2007-11-10	Anas carolinensis	75836	USA: Sacramento Natl. Wildlife Refuge, Glenn County	North America	Embryonated Chicken Eggs passage(s)	1767
CY048179.1	A/duck/chicken/Nigeria/08RS848-120/2007(H5N1)	H5N1	2007-11-21	Anatidae	8830	Nigeria: Kwara	Africa	E1 passage(s)	1707
CY091944.1	A/chicken/Kulon Progo/BBVW-922-511/2007	H5N1	2007-11-26	Gallus gallus	9031	Indonesia: Kulon Progo	Asia	E3 passage(s)	1746
CY034173.1	A/cinnamon teal/California/HKWF1111/2007(H5N7)	H5N7	2007-12-02	Spatula cyanoptera	75840	USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY094437.1	A/cinnamon teal/California/HKWF1111C/2007	H5N7	2007-12-02	Spatula cyanoptera	75840	USA: California	North America		1742
CY091948.1	A/duck/Kulon Progo/BBVW-950-13267/2007	H5N1	2007-12-02	Anatidae	8830	Indonesia: Kulon Progo	Asia	E3 passage(s)	1746
MH546251.1	A/Muscovy duck/New Jersey/07-002376-001/2007	H5N2	2007-12-05	Cairina moschata	8855	USA: New Jersey	North America		1734
GQ184217.1	A/peacock/Egypt/07667S-NLQP/2007	H5N1	2007-12-25	Phasianinae	9072	Egypt: Giza	Africa		1707
CY202802.1	A/mallard/Maryland/07OS2433/2007	H5N2	2007-12-27	Anas platyrhynchos	8839	USA: MD	North America	egg 1 passage(s)	1742
CY202810.1	A/mallard/Maryland/07OS2435/2007	H5N2	2007-12-27	Anas platyrhynchos	8839	USA: MD	North America	egg 1 passage(s)	1742
JF746737.1	A/chicken/Egypt/083-NLQP/2008	H5N1	2008-01	Gallus gallus	9031	Egypt	Africa		1728
EU871811.2	A/chicken/West Bengal/80995/2008	H5N1	2008-01			India: West Bengal	Asia		1732
CY046174.1	A/duck/France/080032/2008(H5N2)	H5N2	2008-01	Anatidae	8830	France	Europe	E2 passage(s)	1695
CY046182.1	A/duck/France/080036/2008(H5N1)	H5N1	2008-01	Anatidae	8830	France	Europe	E2 passage(s)	1702
KC261464.1	A/goose/Eastern China/223/2008	H5N1	2008-01	Anatidae	8830	China	Asia		1704
MH988772.1	A/great created grebe/Sevastopol/11-173/2008	H5N1	2008-01	Podiceps cristatus	345573	Ukraine: Sevastopol	Europe		1744
FJ476174.1	A/swan/England/26-70/2008	H5N1	2008-01	Anatidae	8830	United Kingdom	Europe		1704
CY103942.1	A/swan/England/AV121-913/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1701
CY103943.1	A/swan/England/AV26-68/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1725
CY103947.1	A/swan/England/AV26-70/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1704
CY103953.1	A/swan/England/AV346-2195/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1704
CY103954.1	A/swan/England/AV346-2197/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1730
CY103958.1	A/swan/England/AV380-2326/2008	H5N1	2008-01	Anatidae	8830	United Kingdom: Dorset	Europe		1730
GQ184221.1	A/chicken/Egypt/0815-NLQP/2008	H5N1	2008-01-05	Gallus gallus	9031	Egypt: Qalyobia	Africa		1707
EU717855.1	A/chicken/Egypt/1709-5/2008	H5N1	2008-01-08	Gallus gallus	9031	Egypt	Africa		1707
GQ184246.1	A/chicken/Egypt/08124S-NLQP/2008	H5N1	2008-01-10	Gallus gallus	9031	Egypt: Behera	Africa		1707
GQ184226.1	A/chicken/Egypt/0841-NLQP/2008	H5N1	2008-01-17	Gallus gallus	9031	Egypt: Suez	Africa		1707
MH546955.1	A/pheasant/New York/08-000170-002/2008	H5N2	2008-01-17	Phasianinae	9072	USA: New York	North America		1734
GQ184228.1	A/chicken/Egypt/0847-NLQP/2008	H5N1	2008-01-18	Gallus gallus	9031	Egypt: Fayoum	Africa		1704
CY111057.1	A/chicken/India/81753/2008	H5N1	2008-01-19	Gallus gallus	9031	India: Bankura	Asia		1735
CY111065.1	A/chicken/India/81754/2008	H5N1	2008-01-19	Gallus gallus	9031	India: Nadia	Asia		1778
CY090124.1	A/chicken/India/81766/2008	H5N1	2008-01-19	Gallus gallus	9031	India: Birbhum	Asia		1751
KF772948.1	A/wild bird/Chile/1805/2008	H5N9	2008-01-21	Larus dominicanus	37036	Chile	South America		1729
CY111081.1	A/chicken/India/82544/2008	H5N1	2008-01-22	Gallus gallus	9031	India: Birbhum	Asia		1732
CY046081.1	A/chicken/India/WB-NIV2665/2008(H5N1)	H5N1	2008-01-22	Gallus gallus	9031	India: Thanapara,Birbhum,WB	Asia		1704
CY111089.1	A/chicken/India/82580/2008	H5N1	2008-01-23	Gallus gallus	9031	India: Burdwan	Asia		1735
CY111097.1	A/chicken/India/82616/2008	H5N1	2008-01-24	Gallus gallus	9031	India: Hooghly	Asia		1728
GQ184230.1	A/chicken/Egypt/0855-NLQP/2008	H5N1	2008-01-26	Gallus gallus	9031	Egypt: Gharbia	Africa		1707
CY091961.1	A/chicken/Sleman/BBVW-71-231/2008	H5N1	2008-01-27	Gallus gallus	9031	Indonesia: Sleman	Asia	E3 passage(s)	1747
MH546515.1	A/guinea fowl/New York/08-000238-001/2008	H5N2	2008-01-28	Numididae	8990	USA: New York	North America		1734
CY091964.1	A/duck/Bantul/BBVW-78-22210/2008	H5N1	2008-01-30	Anatidae	8830	Indonesia: Bantul	Asia	E3 passage(s)	1746
KX977798.1	A/mallard duck/Netherlands/1/2008	H5N3	2008-01-30	Anas platyrhynchos	8839	Netherlands	Europe		1767
MH276986.1	A/Mallard duck/New Zealand/08.272.73/2008	H5N1	2008-02	Anas platyrhynchos	8839	New Zealand	Oceania		1767
KJ018200.1	A/chicken/New Jersey/251-4/2008	H5N2	2008-02-01	Gallus gallus	9031	USA: New Jersey	North America		1734
GQ184234.1	A/chicken/Egypt/0870-NLQP/2008	H5N1	2008-02-17	Gallus gallus	9031	Egypt: Cairo	Africa		1707
FJ686843.1	A/chicken/Egypt/16NLQP-CLEVB242/2008	H5N1	2008-02-18	Gallus gallus	9031	Egypt: Dakahlya	Africa		1704
GU560030.1	A/common pochard/Switzerland/WV4080110/2008	H5N1	2008-02-19	Aythya ferina	219593	Switzerland	Europe		1707
CY044040.1	A/duck/Egypt/0871/2008	H5N1	2008-02-20	Anatidae	8830	Egypt: Gharbia	Africa	E1 passage(s)	1731
JF746740.1	A/chicken/Egypt/G3H4-NLQP/2008	H5N1	2008-03	Gallus gallus	9031	Egypt	Africa		1728
CY126128.1	A/chicken/Giza/CAI7/2008	H5N1	2008-03-01	Gallus gallus	9031	Egypt: Giza	Africa	6 passage passage(s)	1732
FJ686840.1	A/chicken/Egypt/13NLQP-CLEVB261/2008	H5N1	2008-03-11	Gallus gallus	9031	Egypt: Qaliobia	Africa		1701
MH546291.1	A/Muscovy duck/New York/08-000560-002/2008	H5N2	2008-03-13	Cairina moschata	8855	USA: New York	North America		1742
CY099966.1	A/chicken/Viet Nam/TMU013/2008	H5N1	2008-03-13	Gallus gallus	9031	Viet Nam: LaoCai	Asia		1771
KJ018192.1	A/chicken/New Jersey/577-6/2008	H5N2	2008-03-27	Gallus gallus	9031	USA: New Jersey	North America		1734
OL371311.1	A/wild duck/Victoria/D1462/2008	H5N3	2008-03-31	Anas platyrhynchos	8839	Australia: Victoria	Oceania		1695
GU252822.1	A/duck/Tripura/103597/2008	H5N1	2008-04	Anatidae	8830	India	Asia		1734
MH546339.1	A/chicken/New Jersey/08-000640-006/2008	H5N2	2008-04-03	Gallus gallus	9031	USA: New Jersey	North America		1734
MH546491.1	A/guinea fowl/New Jersey/08-000640-008/2008	H5N2	2008-04-03	Numididae	8990	USA: New Jersey	North America		1734
FJ654295.1	A/chicken/Primorsky/85/2008	H5N1	2008-04-08	Gallus gallus	9031	Russia: Vozdvijenka settlement Ussuriiskii rayon Primorsky krai	Europe		1757
EU676174.1	A/chicken/Primorje/1/2008	H5N1	2008-04-10	Gallus gallus	9031	Russia: Vozdvizhenka, Ussuriisky region, Primorsky krai	Europe		1751
GQ184237.1	A/duck/Egypt/0877-NLQP/2008	H5N1	2008-04-15	Anatidae	8830	Egypt: Luxor	Africa		1707
MH546379.1	A/duck/New York/08-000759-001/2008	H5N2	2008-04-22	Anatidae	8830	USA: New York	North America		1742
FJ686836.1	A/chicken/Egypt/6NLQP-CLEVB306/2008	H5N1	2008-04-29	Gallus gallus	9031	Egypt: Dakahlya	Africa		1732
GQ184238.1	A/chicken/Egypt/0879-NLQP/2008	H5N1	2008-05-14	Gallus gallus	9031	Egypt: 6th of October	Africa		1707
MH546259.1	A/Muscovy duck/New Jersey/08-000912-001/2008	H5N2	2008-05-28	Cairina moschata	8855	USA: New Jersey	North America		1734
AB601130.1	A/chicken/Egypt/RIMD11-1/2008	H5N1	2008-06	Gallus gallus	9031	Egypt:Gharbia	Africa		1707
FJ686833.1	A/chicken/Egypt/3NLQP-CLEVB325/2008	H5N1	2008-06-02	Gallus gallus	9031	Egypt: Sharkia	Africa		1732
JQ277225.1	A/chicken/Sheny/0606/2008	H5N1	2008-06-06	Gallus gallus	9031	China	Asia		1779
CY091643.1	A/duck/Guangdong/wy24/2008	H5N5	2008-06-06	Anatidae	8830	China: Guangdong	Asia	E1 passage(s)	1779
KC790053.1	A/swan/BC/2045/2008	H5N2	2008-06-10	Anatidae	8830	Canada: British Columbia	North America		1695
FJ686831.1	A/chicken/Egypt/1NLQP-CLEVB331/2008	H5N1	2008-06-15	Gallus gallus	9031	Egypt: Giza	Africa		1732
FJ602868.1	A/bar-headed goose /Qinghai/14/2008	H5N1	2008-06-16	Anser indicus	8846	China	Asia		1713
GU183463.1	A/chicken/West Java/Smi-M6/2008	H5N1	2008-06-20	Gallus gallus	9031	Indonesia	Asia		1701
CY126216.1	A/chicken/Giza/CAI23/2008	H5N1	2008-06-30	Gallus gallus	9031	Egypt: Giza	Africa	6 passage passage(s)	1719
CY126192.1	A/chicken/Qalubia/CAI20/2008	H5N1	2008-06-30	Gallus gallus	9031	Egypt: Qalubia	Africa	6 passage passage(s)	1719
FJ602828.1	A/bar-headed goose/Qinghai/13/2008	H5N1	2008-08-09	Anser indicus	8846	China	Asia		1714
CY039636.1	A/env/California/7251/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039644.1	A/env/California/7255/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039652.1	A/env/California/7258/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039660.1	A/env/California/7261/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039668.1	A/env/California/7262/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039676.1	A/env/California/7264/2008	H5N3	2008-08-14			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY039723.1	A/env/California/7341/2008	H5N3	2008-08-18			USA	North America	Embryonated Chicken Eggs passage(s)	1767
CY094029.1	A/environment/California/7293/2008	H5N3	2008-08-18			USA: California	North America		1742
CY094037.1	A/environment/California/7334/2008	H5N3	2008-08-18			USA: California	North America		1742
GU228593.1	A/mallard/Crimea/224/2008	H5N2	2008-08-23	Anas platyrhynchos	8839	Ukraine	Europe		1705
GU228594.1	A/mallard/Crimea/245/2008	H5N2	2008-08-23	Anas platyrhynchos	8839	Ukraine	Europe		1705
AB601127.1	A/chicken/Egypt/RIMD8-14/2008	H5N1	2008-09	Gallus gallus	9031	Egypt:Behera	Africa		1707
MH546947.1	A/pheasant/Idaho/08-002590-63/2008	H5N8	2008-09-03	Phasianinae	9072	USA: Payette County, Idaho	North America		1751
CY039731.1	A/env/California/7600/2008	H5N3	2008-09-10			USA	North America	Embryonated Chicken Eggs passage(s)	1767
KX977852.1	A/mallard duck/Netherlands/28/2008	H5N2	2008-09-22	Anas platyrhynchos	8839	Netherlands	Europe		1767
KX978877.1	A/mallard duck/Netherlands/30/2008	H5N3	2008-09-23	Anas platyrhynchos	8839	Netherlands	Europe		1767
AB601131.1	A/chicken/Egypt/RIMD13-1/2008	H5N1	2008-10	Gallus gallus	9031	Egypt:Behera	Africa		1707
MF145713.1	A/mallard duck/Netherlands/38/2008	H5N3	2008-10-08	Anas platyrhynchos	8839	Netherlands	Europe		1767
KX979499.1	A/mallard duck/Netherlands/52/2008	H5N2	2008-10-09	Anas platyrhynchos	8839	Netherlands	Europe		1767
CY094157.1	A/mallard/California/8035/2008	H5N2	2008-10-18	Anas platyrhynchos	8839	USA: California	North America		1742
LC018986.1	A/duck/Hokkaido/WZ21/2008	H5N2	2008-10-19	Anseriformes	8826	Japan: Hokkaido, Wakkanai, Lake Ohnuma	Asia		1733
CY094181.1	A/mallard/California/8834/2008	H5N9	2008-10-19	Anas platyrhynchos	8839	USA: California	North America		1742
KJ147492.1	A/duck/Egypt/BSU-BS-R7/2008	H5N1	2008-11-15	Anas platyrhynchos	8839	Egypt: Beni-Suef Governorate, Aborady village	Africa		1707
KP055074.1	A/swan/Germany/R65/2008	H5N1	2008-11-17	Anatidae	8830	Germany	Europe		1707
GQ917223.1	A/chicken/India/AS-NIV15983/2008	H5N1	2008-11-27	Gallus gallus	9031	India	Asia		1763
GU354073.1	A/chicken/West Bengal/142121/2008	H5N1	2008-12	Gallus gallus	9031	India	Asia		1763
CY098709.1	A/Beijing/1/2009	H5N1	2008-12-04	Homo sapiens	9606	China: Beijing	Asia	E3 passage(s)	1715
KY575204.1	A/northern shoveler/Mexico-Sonora/797/2008	H5N3	2008-12-14	Spatula clypeata	75838	Mexico: Sonora	North America		1767
GU727653.1	A/duck/Eastern China/008/2008	H5N5	2008-12-15	Anatidae	8830	China	Asia		1776
KX979015.1	A/bewicks swan/Netherlands/5/2008	H5N2	2008-12-17	Cygnus bewickii	541010	Netherlands	Europe		1767
JQ906606.1	A/chicken/Chittagong/1/2008	H5N1	2008-12-29	Gallus gallus	9031	Bangladesh	Asia		1748
KX979073.1	A/greater white-fronted goose/Netherlands/5/2008	H5N2	2008-12-30	Anser albifrons	50365	Netherlands	Europe		1767
KX978329.1	A/greater white-fronted goose/Netherlands/6/2008	H5N2	2008-12-30	Anser albifrons	50365	Netherlands	Europe		1767
GU271998.1	A/chicken/West Bengal/155505/2009	H5N1	2009-01	Gallus gallus	9031	India	Asia		1779
KC683523.1	A/swine/Jiangsu/2/2009	H5N1	2009-01	Sus scrofa	9823	China	Asia		1704
CY098716.1	A/Shandong/1/2009	H5N1	2009-01-05	Homo sapiens	9606	China: Shandong	Asia	E1 passage(s)	1715
KC785049.1	A/duck/Taiwan/DV1237/2009	H5N2	2009-01-09	Anatidae	8830	Taiwan	Asia		1695
KC784974.1	A/duck/Taiwan/DV1242/2009	H5N2	2009-01-09	Anatidae	8830	Taiwan	Asia		1695
KX977974.1	A/greater white-fronted goose/Netherlands/2/2009	H5N3	2009-01-09	Anser albifrons	50365	Netherlands	Europe		1767
CY098730.1	A/Xinjiang/1/2009	H5N1	2009-01-10	Homo sapiens	9606	China: Xinjiang	Asia	E2 passage(s)	1715
GU727661.1	A/duck/Eastern China/031/2009	H5N5	2009-01-15	Anatidae	8830	China	Asia		1776
CY098798.1	A/environment/Guizhou/2/2009	H5N1	2009-01-16			China: Guizhou	Asia	E3 passage(s)	1767
CY098845.1	A/water/Hunan/3/2009	H5N1	2009-01-16			China: Hunan	Asia	E3 passage(s)	1767
AB601136.1	A/chicken/Egypt/RIMD28-1/2009	H5N1	2009-02	Gallus gallus	9031	Egypt:Alexandria	Africa		1707
